name	description	sourcemtoverride	samplemtoverride	region	host_subject_id	host_common_name	title	Timepoint post-treatment	phenotype	Breed_Strain	host_sex	CCECAI	body_habitat	body_product	body_site	sample_type	env_feature
11506	Stella_d0_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Mixed	Female	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11523	Stella_d42_DogRectal			V4	C166_13	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Mixed	Female	0	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10643	Tank_d0_DogRectal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10644	Tank_d14_DogRectal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	German Shepherd	Male	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10811	Tank_d0_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10821	Tank_d14_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10822	Tank_d28_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10877	Tank_d14_DogRectal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	German Shepherd	Male	4	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10948	Tank_d0_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11182	Tank_d0_DogDuodenum			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11208	Tank_d0_DogStomach			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11531	Tank_d0_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11556	Tank_d0_DogFecal			V4	C166_04	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	German Shepherd	Male	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10575	Tartufo_d0_DogRectal			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10690	Tartufo_d0_			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3					ENVO:animal-associated habitat
10710	Tartufo_d0_DogFecal			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10711	Tartufo_d14_DogFecal			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	14		Mixed	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11194	Tartufo_d0_DogDuodenum			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11221	Tartufo_d0_DogStomach			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11571	Tartufo_d0_DogDuodenum			V4	C166_16	Dog	Dietary Therapy In Canine Chronic Enteritis	0		Mixed	Male	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
10649	Tessa_d0_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10650	Tessa_d14_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10829	Tessa_d0_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10833	Tessa_d14_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10834	Tessa_d28_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	Boston Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10883	Tessa_d0_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10884	Tessa_d14_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10949	Tessa_d14_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10959	Tessa_d14_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10961	Tessa_d28_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	Boston Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11211	Tessa_d0_DogStomach			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11515	Tessa_d14_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11538	Tessa_d14_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11539	Tessa_d28_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	Boston Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11557	Tessa_d14_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11563	Tessa_d14_DogRectal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Protein-losing enteropathy	Boston Terrier	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11565	Tessa_d28_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	Boston Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11872	Tessa_d0_DogDuodenum			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11873	Tessa_d0_DogStomach			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
12216	Tessa_d0_DogDuodenum			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Protein-losing enteropathy	Boston Terrier	Female	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
12217	Tessa_d28_DogFecal			V4	C166_07	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Protein-losing enteropathy	Boston Terrier	Female	0	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11748	Vader_d14_DogFecal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	Mixed	Male	8	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11754	Vader_d42_DogFecal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	Mixed	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11767	Vader_d0_DogRectal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	6	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11772	Vader_d_DogRectal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis		Non-diet responsive	Mixed	Male		Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11867	Vader_d28_DogFecal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	Mixed	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12652	Vader_d0_DogFecal			V4	C166_30	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	Mixed	Male	6	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12644	Water_d_			V4	Control	Dog	Dietary Therapy In Canine Chronic Enteritis										ENVO:animal-associated habitat
12654	Water_d_			V4	Water	Dog	Dietary Therapy In Canine Chronic Enteritis										ENVO:animal-associated habitat
11205	Weezy_d0_DogDuodenum			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	English Mastiff	Female	8	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11231	Weezy_d0_DogStomach			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	English Mastiff	Female	8	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11580	Weezy_d0_DogDuodenum			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	English Mastiff	Female	8	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11740	Weezy_d0_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	English Mastiff	Female	8	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11741	Weezy_d14_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Non-diet responsive	English Mastiff	Female	4	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11742	Weezy_d28_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Non-diet responsive	English Mastiff	Female	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11743	Weezy_d42_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	English Mastiff	Female	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11744	Weezy_d56_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	English Mastiff	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11760	Weezy_d0_DogRectal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Non-diet responsive	English Mastiff	Female	8	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11768	Weezy_d42_DogRectal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Non-diet responsive	English Mastiff	Female	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12218	Weezy_d56_DogFecal			V4	C166_26	Dog	Dietary Therapy In Canine Chronic Enteritis	56	Non-diet responsive	English Mastiff	Female		Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
10901	Yukon_d0_DogRectal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
10909	Yukon_d0_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11202	Yukon_d0_DogDuodenum			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11228	Yukon_d0_DogStomach			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11577	Yukon_d0_DogDuodenum			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11699	Yukon_d0_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Husky	Male	5	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11709	Yukon_d14_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Husky	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11718	Yukon_d28_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Husky	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11719	Yukon_d42_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Husky	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11757	Yukon_d42_DogRectal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Husky	Male	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12219	Yukon_d14_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Husky	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12220	Yukon_d28_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Husky	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12221	Yukon_d42_DogFecal			V4	C166_23	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Husky	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11206	Zeus_d0_DogDuodenum			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Male	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11232	Zeus_d0_DogStomach			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Male	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11720	Zeus_d0_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11721	Zeus_d14_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Labrador Retriever	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11722	Zeus_d28_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Labrador Retriever	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11723	Zeus_d42_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Male	2	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11761	Zeus_d0_DogRectal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Male	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11762	Zeus_d42_DogRectal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Labrador Retriever	Male	2	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12222	Zeus_d28_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Labrador Retriever	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12640	Zeus_d14_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Labrador Retriever	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12752	Zeus_d0_DogFecal			V4	C166_27	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Labrador Retriever	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11204	Ziggy_d0_DogDuodenum			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11230	Ziggy_d0_DogStomach			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Stomach	gastric juice	Stomach	Stomach biopsy	ENVO:animal-associated habitat
11579	Ziggy_d0_DogDuodenum			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Duodenum	bodily fluid	Duodenum	Duodenum biopsy	ENVO:animal-associated habitat
11724	Ziggy_d0_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11725	Ziggy_d14_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11726	Ziggy_d28_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11727	Ziggy_d42_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
11759	Ziggy_d0_DogRectal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
11764	Ziggy_d42_DogRectal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Goldendoodle	Male	1	Rectum	UBERON:feces	Rectum	Rectal swab	ENVO:animal-associated habitat
12223	Ziggy_d0_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	0	Diet responsive	Goldendoodle	Male	3	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12224	Ziggy_d14_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	14	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12225	Ziggy_d28_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	28	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12226	Ziggy_d42_DogFecal			V4	C166_25	Dog	Dietary Therapy In Canine Chronic Enteritis	42	Diet responsive	Goldendoodle	Male	1	Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
12625	Bazooka_d_DogFecal			V4	C166_control_6	Dog	Dietary Therapy In Canine Chronic Enteritis		Healthy				Colon	UBERON:feces	Colon	Stool	ENVO:animal-associated habitat
